invoice_id,customer_id,invoice_amount,invoice_date,due_date,delay_days,payment_date,industry,region,past_avg_delay,total_outstanding,num_invoices,late_flag
INV04046,1023,63613,2023-11-20,2023-12-20,9,2023-12-29,SaaS,UK,5,9491,21,1
INV04047,1078,97707,2023-07-30,2023-08-29,9,2023-09-07,Manufacturing,India,7,113500,49,1
INV04048,1021,87135,2023-09-07,2023-10-07,-1,2023-10-06,Healthcare,Germany,0,43728,15,0
INV04049,1029,83501,2023-10-20,2023-11-19,10,2023-11-29,Manufacturing,Germany,6,69650,16,1
INV04050,1062,48003,2023-07-20,2023-08-19,15,2023-09-03,SaaS,Germany,6,170639,9,1
INV04051,1003,49478,2023-01-24,2023-02-23,6,2023-03-01,Manufacturing,Germany,5,8387,21,1
INV04052,1076,15434,2023-10-27,2023-11-26,14,2023-12-10,Manufacturing,Germany,13,21025,41,1
INV04053,1058,47246,2023-03-24,2023-04-23,14,2023-05-07,Retail,US,6,137518,6,1
INV04054,1086,37649,2023-10-24,2023-11-23,17,2023-12-10,Healthcare,US,12,109673,1,1
INV04055,1007,60030,2023-06-28,2023-07-28,-1,2023-07-27,Retail,UK,2,108896,31,0
INV04056,1081,54061,2023-10-25,2023-11-24,4,2023-11-28,Retail,UK,1,162682,5,1
INV04057,1011,2999,2023-12-30,2024-01-29,14,2024-02-12,Manufacturing,Germany,10,173053,37,1
INV04058,1030,15849,2023-07-25,2023-08-24,12,2023-09-05,Healthcare,Germany,5,165381,26,1
INV04059,1077,77439,2023-02-09,2023-03-11,6,2023-03-17,SaaS,Germany,0,64388,1,1
INV04060,1033,53800,2023-10-31,2023-11-30,0,2023-11-30,Healthcare,India,1,125747,1,0
INV04061,1081,6445,2023-04-23,2023-05-23,5,2023-05-28,Retail,UK,1,166506,29,1
INV04062,1097,19040,2023-12-06,2024-01-05,11,2024-01-16,Manufacturing,US,14,115930,22,1
INV04063,1074,65315,2023-01-04,2023-02-03,16,2023-02-19,SaaS,Germany,12,134442,38,1
INV04064,1075,1246,2023-04-18,2023-05-18,10,2023-05-28,Retail,UK,7,39226,41,1
INV04065,1048,32153,2023-11-12,2023-12-12,12,2023-12-24,Manufacturing,India,12,23406,19,1
INV04066,1078,6212,2023-04-24,2023-05-24,14,2023-06-07,Retail,India,7,170788,28,1
INV04067,1056,4339,2023-06-16,2023-07-16,5,2023-07-21,Manufacturing,Germany,2,27989,5,1
INV04068,1094,89678,2023-09-18,2023-10-18,15,2023-11-02,Healthcare,US,9,47580,21,1
INV04069,1092,57238,2023-04-16,2023-05-16,18,2023-06-03,Retail,UK,11,50731,49,1
INV04070,1025,20394,2023-08-12,2023-09-11,12,2023-09-23,Healthcare,US,9,82541,22,1
INV04071,1017,54871,2023-09-19,2023-10-19,20,2023-11-08,Healthcare,Germany,11,142933,20,1
INV04072,1095,78722,2023-09-08,2023-10-08,19,2023-10-27,Manufacturing,Germany,13,45039,12,1
INV04073,1085,35607,2023-01-14,2023-02-13,19,2023-03-04,SaaS,India,10,146425,6,1
INV04074,1037,53055,2023-07-17,2023-08-16,14,2023-08-30,Healthcare,India,6,111171,29,1
INV04075,1080,5395,2023-05-06,2023-06-05,9,2023-06-14,Retail,UK,12,151702,45,1
INV04076,1086,16290,2023-07-25,2023-08-24,11,2023-09-04,Retail,Germany,12,69050,40,1
INV04077,1087,88687,2023-05-20,2023-06-19,13,2023-07-02,Manufacturing,Germany,10,132281,35,1
INV04078,1049,66078,2023-03-03,2023-04-02,8,2023-04-10,Healthcare,UK,1,195173,11,1
INV04079,1007,4691,2023-10-10,2023-11-09,11,2023-11-20,SaaS,US,2,75254,33,1
INV04080,1040,8470,2023-02-23,2023-03-25,14,2023-04-08,SaaS,India,13,107454,25,1
INV04081,1005,4841,2023-12-12,2024-01-11,10,2024-01-21,Retail,Germany,5,21907,14,1
INV04082,1068,64197,2023-01-12,2023-02-11,11,2023-02-22,Manufacturing,Germany,8,105785,29,1
INV04083,1043,56773,2023-05-16,2023-06-15,-1,2023-06-14,Healthcare,US,0,9484,13,0
INV04084,1063,18776,2023-11-26,2023-12-26,2,2023-12-28,Retail,US,5,28194,15,1
INV04085,1028,72596,2023-05-24,2023-06-23,9,2023-07-02,Manufacturing,US,8,28886,8,1
INV04086,1027,28584,2023-10-09,2023-11-08,15,2023-11-23,SaaS,India,6,13537,47,1
INV04087,1010,5300,2023-05-16,2023-06-15,19,2023-07-04,Retail,UK,13,28399,45,1
INV04088,1064,4338,2023-10-28,2023-11-27,12,2023-12-09,Manufacturing,Germany,3,96810,33,1
INV04089,1018,63601,2023-08-09,2023-09-08,11,2023-09-19,SaaS,India,10,11892,11,1
INV04090,1008,6487,2023-12-06,2024-01-05,9,2024-01-14,Manufacturing,US,6,134579,15,1
INV04091,1026,37282,2023-07-28,2023-08-27,10,2023-09-06,Retail,Germany,13,45544,21,1
INV04092,1033,96065,2023-12-25,2024-01-24,7,2024-01-31,Healthcare,Germany,1,112617,36,1
INV04093,1043,96798,2023-05-03,2023-06-02,-2,2023-05-31,Manufacturing,India,0,24267,6,0
INV04094,1067,77816,2023-04-26,2023-05-26,16,2023-06-11,Healthcare,US,9,45396,25,1
INV04095,1099,29804,2023-06-06,2023-07-06,10,2023-07-16,Retail,US,8,118204,44,1
INV04096,1081,10915,2023-09-27,2023-10-27,5,2023-11-01,SaaS,UK,1,167412,1,1
INV04097,1014,12158,2023-01-17,2023-02-16,9,2023-02-25,Manufacturing,US,9,112478,42,1
INV04098,1050,75157,2023-09-26,2023-10-26,8,2023-11-03,SaaS,India,9,48404,33,1
INV04099,1012,11547,2023-12-15,2024-01-14,2,2024-01-16,Healthcare,UK,3,172300,39,1
INV04100,1082,89713,2023-08-07,2023-09-06,2,2023-09-08,Healthcare,UK,3,56736,32,1
INV04101,1048,3459,2023-11-15,2023-12-15,10,2023-12-25,SaaS,UK,12,151709,2,1
INV04102,1069,29768,2023-08-26,2023-09-25,4,2023-09-29,Retail,UK,7,182252,25,1
INV04103,1055,64146,2023-02-02,2023-03-04,8,2023-03-12,Healthcare,UK,7,191771,40,1
INV04104,1075,51870,2023-10-12,2023-11-11,13,2023-11-24,Retail,India,7,71843,33,1
INV04105,1050,51460,2023-02-06,2023-03-08,10,2023-03-18,SaaS,Germany,9,151652,38,1
INV04106,1036,83970,2023-04-13,2023-05-13,5,2023-05-18,Retail,US,4,56376,11,1
INV04107,1016,61817,2023-07-30,2023-08-29,3,2023-09-01,Healthcare,Germany,3,41212,19,1
INV04108,1057,39247,2023-10-07,2023-11-06,0,2023-11-06,SaaS,Germany,1,183476,25,0
INV04109,1086,16419,2023-05-22,2023-06-21,20,2023-07-11,Retail,US,12,55403,28,1
INV04110,1089,36577,2023-08-27,2023-09-26,1,2023-09-27,Retail,US,2,162319,10,1
INV04111,1028,3921,2023-08-17,2023-09-16,6,2023-09-22,Manufacturing,Germany,8,96126,31,1
INV04112,1032,5676,2023-05-13,2023-06-12,15,2023-06-27,Healthcare,US,14,75277,16,1
INV04113,1059,86961,2023-05-05,2023-06-04,14,2023-06-18,Manufacturing,UK,14,183574,48,1
INV04114,1090,50684,2023-02-22,2023-03-24,14,2023-04-07,Retail,US,12,114710,42,1
INV04115,1088,14463,2023-03-29,2023-04-28,11,2023-05-09,Healthcare,US,13,31607,18,1
INV04116,1054,26474,2023-04-08,2023-05-08,-1,2023-05-07,SaaS,UK,1,68543,22,0
INV04117,1009,41935,2023-04-05,2023-05-05,7,2023-05-12,SaaS,UK,3,122117,35,1
INV04118,1046,68005,2023-07-07,2023-08-06,13,2023-08-19,SaaS,UK,11,183073,12,1
INV04119,1022,59596,2023-09-13,2023-10-13,9,2023-10-22,Retail,US,10,83294,42,1
INV04120,1084,73828,2023-03-14,2023-04-13,4,2023-04-17,Retail,UK,3,47191,28,1
INV04121,1020,91945,2023-12-28,2024-01-27,6,2024-02-02,SaaS,UK,7,61957,48,1
INV04122,1012,90062,2023-10-09,2023-11-08,10,2023-11-18,Manufacturing,India,3,134658,9,1
INV04123,1032,56152,2023-01-18,2023-02-17,12,2023-03-01,Manufacturing,India,14,85614,30,1
INV04124,1023,90001,2023-06-13,2023-07-13,4,2023-07-17,Healthcare,US,5,37802,18,1
INV04125,1010,97491,2023-05-26,2023-06-25,10,2023-07-05,Healthcare,UK,13,182103,45,1
INV04126,1016,93321,2023-11-10,2023-12-10,6,2023-12-16,SaaS,US,3,86940,24,1
INV04127,1067,87569,2023-09-10,2023-10-10,11,2023-10-21,Retail,India,9,122000,46,1
INV04128,1046,73467,2023-06-09,2023-07-09,12,2023-07-21,Retail,India,11,180503,19,1
INV04129,1024,53576,2023-12-15,2024-01-14,6,2024-01-20,Healthcare,UK,4,120144,14,1
INV04130,1093,67627,2023-02-18,2023-03-20,7,2023-03-27,SaaS,US,3,159743,2,1
INV04131,1072,26772,2023-06-25,2023-07-25,2,2023-07-27,Healthcare,India,3,45668,11,1
INV04132,1020,17363,2023-11-23,2023-12-23,6,2023-12-29,Manufacturing,Germany,7,32573,26,1
INV04133,1083,29490,2023-03-06,2023-04-05,22,2023-04-27,SaaS,UK,14,179614,8,1
INV04134,1082,60004,2023-10-16,2023-11-15,4,2023-11-19,SaaS,US,3,70258,3,1
INV04135,1082,54806,2023-02-19,2023-03-21,4,2023-03-25,SaaS,Germany,3,127608,15,1
INV04136,1011,1260,2023-01-04,2023-02-03,17,2023-02-20,Manufacturing,UK,10,135687,45,1
INV04137,1036,76992,2023-04-29,2023-05-29,1,2023-05-30,SaaS,UK,4,110431,40,1
INV04138,1041,23320,2023-12-06,2024-01-05,9,2024-01-14,Healthcare,India,9,14782,13,1
INV04139,1016,79971,2023-06-13,2023-07-13,8,2023-07-21,Manufacturing,US,3,176934,16,1
INV04140,1047,43145,2023-08-11,2023-09-10,12,2023-09-22,Retail,India,8,177078,22,1
INV04141,1027,64688,2023-12-24,2024-01-23,5,2024-01-28,Healthcare,Germany,6,124529,33,1
INV04142,1040,49581,2023-06-05,2023-07-05,14,2023-07-19,Healthcare,Germany,13,100615,2,1
INV04143,1098,93561,2023-09-19,2023-10-19,8,2023-10-27,Healthcare,Germany,7,110953,45,1
INV04144,1046,94645,2023-06-22,2023-07-22,14,2023-08-05,Manufacturing,Germany,11,92087,29,1
INV04145,1017,21754,2023-01-23,2023-02-22,15,2023-03-09,Healthcare,Germany,11,9774,46,1
INV04146,1077,70837,2023-03-02,2023-04-01,5,2023-04-06,Manufacturing,US,0,166787,34,1
INV04147,1098,8207,2023-12-22,2024-01-21,10,2024-01-31,SaaS,US,7,148252,16,1
INV04148,1070,28920,2023-11-17,2023-12-17,7,2023-12-24,Retail,UK,9,133782,14,1
INV04149,1012,88739,2023-05-14,2023-06-13,7,2023-06-20,SaaS,UK,3,192472,39,1
INV04150,1081,88081,2023-01-24,2023-02-23,5,2023-02-28,Healthcare,US,1,86964,46,1
INV04151,1012,25016,2023-10-20,2023-11-19,10,2023-11-29,Manufacturing,UK,3,107674,49,1
INV04152,1099,97634,2023-02-14,2023-03-16,17,2023-04-02,Manufacturing,India,8,25148,5,1
INV04153,1030,61522,2023-06-28,2023-07-28,3,2023-07-31,SaaS,US,5,188256,43,1
INV04154,1001,75092,2023-12-22,2024-01-21,13,2024-02-03,Healthcare,India,4,49342,18,1
INV04155,1015,55068,2023-12-24,2024-01-23,11,2024-02-03,Retail,Germany,9,58479,48,1
INV04156,1008,21102,2023-03-04,2023-04-03,15,2023-04-18,Manufacturing,Germany,6,168925,26,1
INV04157,1072,2924,2023-01-29,2023-02-28,9,2023-03-09,Manufacturing,UK,3,19066,10,1
INV04158,1037,86015,2023-12-23,2024-01-22,3,2024-01-25,Healthcare,US,6,126469,6,1
INV04159,1074,55333,2023-12-31,2024-01-30,19,2024-02-18,Manufacturing,Germany,12,86084,14,1
INV04160,1053,85458,2023-04-06,2023-05-06,5,2023-05-11,Healthcare,UK,2,176067,2,1
INV04161,1055,85196,2023-09-23,2023-10-23,13,2023-11-05,Healthcare,India,7,172131,27,1
INV04162,1085,47099,2023-10-18,2023-11-17,8,2023-11-25,Retail,US,10,13779,9,1
INV04163,1096,58346,2023-02-24,2023-03-26,7,2023-04-02,Healthcare,UK,6,46562,13,1
INV04164,1099,76481,2023-06-02,2023-07-02,11,2023-07-13,SaaS,Germany,8,69627,21,1
INV04165,1086,51062,2023-08-07,2023-09-06,18,2023-09-24,Retail,India,12,69981,44,1
INV04166,1044,1306,2023-06-22,2023-07-22,21,2023-08-12,Healthcare,India,14,53294,2,1
INV04167,1033,89495,2023-04-06,2023-05-06,6,2023-05-12,Healthcare,UK,1,88176,3,1
INV04168,1008,70767,2023-05-03,2023-06-02,3,2023-06-05,Retail,US,6,15353,13,1
INV04169,1087,13207,2023-01-12,2023-02-11,15,2023-02-26,Manufacturing,UK,10,117123,21,1
INV04170,1007,40426,2023-01-04,2023-02-03,9,2023-02-12,Retail,Germany,2,101406,33,1
INV04171,1006,7336,2023-12-28,2024-01-27,4,2024-01-31,Manufacturing,US,3,148943,20,1
INV04172,1035,76166,2023-12-12,2024-01-11,9,2024-01-20,Retail,Germany,7,48377,36,1
INV04173,1017,18256,2023-03-08,2023-04-07,15,2023-04-22,Retail,India,11,130902,18,1
INV04174,1002,50817,2023-05-25,2023-06-24,20,2023-07-14,SaaS,India,13,26670,25,1
INV04175,1027,34719,2023-03-06,2023-04-05,4,2023-04-09,Retail,Germany,6,146383,45,1
INV04176,1069,43017,2023-03-23,2023-04-22,15,2023-05-07,SaaS,Germany,7,9955,38,1
INV04177,1043,46704,2023-04-15,2023-05-15,3,2023-05-18,Healthcare,India,0,48360,25,1
INV04178,1020,31013,2023-06-30,2023-07-30,15,2023-08-14,Manufacturing,UK,7,149394,38,1
INV04179,1027,80991,2023-12-06,2024-01-05,6,2024-01-11,Manufacturing,UK,6,128689,15,1
INV04180,1053,71258,2023-04-15,2023-05-15,7,2023-05-22,SaaS,UK,2,5152,17,1
INV04181,1053,79348,2023-08-14,2023-09-13,4,2023-09-17,Manufacturing,Germany,2,149545,46,1
INV04182,1064,96812,2023-01-28,2023-02-27,6,2023-03-05,Manufacturing,Germany,3,76445,36,1
INV04183,1099,37776,2023-01-16,2023-02-15,15,2023-03-02,Retail,India,8,32009,29,1
INV04184,1020,11060,2023-10-04,2023-11-03,9,2023-11-12,SaaS,US,7,122426,33,1
INV04185,1098,79592,2023-11-29,2023-12-29,14,2024-01-12,Manufacturing,UK,7,86039,32,1
INV04186,1012,7655,2023-10-25,2023-11-24,7,2023-12-01,Healthcare,UK,3,150613,8,1
INV04187,1056,89110,2023-02-23,2023-03-25,4,2023-03-29,SaaS,UK,2,120413,43,1
INV04188,1048,50923,2023-10-15,2023-11-14,15,2023-11-29,Retail,India,12,125388,13,1
INV04189,1053,79563,2023-04-24,2023-05-24,6,2023-05-30,Healthcare,US,2,82270,17,1
INV04190,1009,5030,2023-02-07,2023-03-09,0,2023-03-09,Manufacturing,US,3,56517,21,0
INV04191,1052,90779,2023-08-18,2023-09-17,10,2023-09-27,Manufacturing,US,4,136090,14,1
INV04192,1043,34289,2023-06-15,2023-07-15,8,2023-07-23,SaaS,UK,0,178468,25,1
INV04193,1046,20739,2023-07-01,2023-07-31,11,2023-08-11,Manufacturing,Germany,11,56113,49,1
INV04194,1052,62687,2023-07-24,2023-08-23,6,2023-08-29,SaaS,UK,4,121539,24,1
INV04195,1073,37491,2023-09-02,2023-10-02,0,2023-10-02,Manufacturing,US,3,44880,33,0
INV04196,1045,96549,2023-12-25,2024-01-24,14,2024-02-07,Healthcare,India,14,194278,8,1
INV04197,1012,73115,2023-11-29,2023-12-29,5,2024-01-03,Retail,US,3,21484,28,1
INV04198,1036,84778,2023-11-05,2023-12-05,7,2023-12-12,Healthcare,UK,4,44606,19,1
INV04199,1023,5781,2023-05-01,2023-05-31,14,2023-06-14,Retail,Germany,5,183193,11,1
INV04200,1001,21448,2023-09-16,2023-10-16,6,2023-10-22,SaaS,US,4,67618,10,1
INV04201,1085,52550,2023-07-29,2023-08-28,17,2023-09-14,Manufacturing,Germany,10,131804,1,1
INV04202,1080,50294,2023-11-06,2023-12-06,12,2023-12-18,Healthcare,US,12,19464,5,1
INV04203,1099,22446,2023-10-23,2023-11-22,16,2023-12-08,Manufacturing,Germany,8,77671,16,1
INV04204,1013,77579,2023-07-13,2023-08-12,22,2023-09-03,SaaS,Germany,13,76565,20,1
INV04205,1009,86389,2023-03-09,2023-04-08,6,2023-04-14,Retail,US,3,198850,20,1
INV04206,1034,86615,2023-04-24,2023-05-24,14,2023-06-07,Healthcare,India,8,138581,28,1
INV04207,1024,18101,2023-08-08,2023-09-07,2,2023-09-09,Retail,UK,4,182312,5,1
INV04208,1002,67178,2023-08-08,2023-09-07,15,2023-09-22,Retail,UK,13,138027,48,1
INV04209,1016,29016,2023-08-06,2023-09-05,4,2023-09-09,SaaS,US,3,12078,3,1
INV04210,1011,19932,2023-08-25,2023-09-24,8,2023-10-02,Retail,Germany,10,110847,30,1
INV04211,1053,45653,2023-10-25,2023-11-24,7,2023-12-01,SaaS,UK,2,132307,23,1
INV04212,1023,91481,2023-04-04,2023-05-04,14,2023-05-18,Retail,Germany,5,58932,34,1
INV04213,1028,53802,2023-09-10,2023-10-10,11,2023-10-21,Retail,India,8,87830,49,1
INV04214,1042,8549,2023-12-23,2024-01-22,11,2024-02-02,Healthcare,US,12,76699,28,1
INV04215,1024,79933,2023-08-03,2023-09-02,7,2023-09-09,SaaS,India,4,50601,1,1
INV04216,1099,26362,2023-09-15,2023-10-15,15,2023-10-30,Manufacturing,Germany,8,160449,48,1
INV04217,1059,48842,2023-12-13,2024-01-12,21,2024-02-02,Manufacturing,Germany,14,77251,27,1
INV04218,1089,47539,2023-08-28,2023-09-27,4,2023-10-01,Manufacturing,US,2,93062,34,1
INV04219,1064,34717,2023-11-11,2023-12-11,6,2023-12-17,Healthcare,Germany,3,44373,31,1
INV04220,1083,55596,2023-08-02,2023-09-01,14,2023-09-15,Healthcare,US,14,192755,32,1
INV04221,1027,24016,2023-04-08,2023-05-08,15,2023-05-23,Retail,US,6,130836,7,1
INV04222,1015,56200,2023-01-16,2023-02-15,18,2023-03-05,Retail,India,9,102997,43,1
INV04223,1046,81268,2023-06-03,2023-07-03,17,2023-07-20,Manufacturing,UK,11,120292,38,1
INV04224,1080,61287,2023-01-16,2023-02-15,21,2023-03-08,Retail,UK,12,60001,34,1
INV04225,1091,93447,2023-07-17,2023-08-16,18,2023-09-03,Retail,Germany,14,154826,46,1
INV04226,1057,84402,2023-04-18,2023-05-18,5,2023-05-23,Healthcare,UK,1,47970,4,1
INV04227,1075,43607,2023-01-23,2023-02-22,10,2023-03-04,Manufacturing,Germany,7,134196,19,1
INV04228,1026,28621,2023-02-11,2023-03-13,22,2023-04-04,SaaS,UK,13,52055,22,1
INV04229,1052,13823,2023-02-06,2023-03-08,7,2023-03-15,Manufacturing,India,4,149293,29,1
INV04230,1041,30986,2023-11-24,2023-12-24,15,2024-01-08,Healthcare,UK,9,87122,34,1
INV04231,1058,65325,2023-06-14,2023-07-14,15,2023-07-29,Manufacturing,Germany,6,86628,34,1
INV04232,1046,58771,2023-04-26,2023-05-26,20,2023-06-15,SaaS,Germany,11,149942,45,1
INV04233,1093,55973,2023-05-30,2023-06-29,7,2023-07-06,Retail,UK,3,103546,45,1
INV04234,1033,15690,2023-01-06,2023-02-05,-2,2023-02-03,Manufacturing,US,1,129409,3,0
INV04235,1036,40107,2023-02-01,2023-03-03,6,2023-03-09,Healthcare,India,4,8740,21,1
INV04236,1005,58888,2023-05-25,2023-06-24,3,2023-06-27,Healthcare,US,5,24105,38,1
INV04237,1006,11956,2023-10-21,2023-11-20,0,2023-11-20,Manufacturing,UK,3,125714,21,0
INV04238,1095,87839,2023-10-20,2023-11-19,21,2023-12-10,Retail,US,13,177744,17,1
INV04239,1095,57227,2023-06-26,2023-07-26,19,2023-08-14,Retail,UK,13,95358,29,1
INV04240,1024,37533,2023-06-26,2023-07-26,7,2023-08-02,Healthcare,Germany,4,33519,33,1
INV04241,1032,96210,2023-03-02,2023-04-01,16,2023-04-17,Healthcare,US,14,55712,39,1
INV04242,1054,57234,2023-03-18,2023-04-17,2,2023-04-19,SaaS,India,1,63328,26,1
INV04243,1057,68594,2023-03-27,2023-04-26,2,2023-04-28,Retail,US,1,144759,7,1
INV04244,1006,57901,2023-07-10,2023-08-09,8,2023-08-17,Manufacturing,Germany,3,190632,45,1
INV04245,1056,12519,2023-01-07,2023-02-06,7,2023-02-13,Healthcare,Germany,2,134993,9,1
INV04246,1011,32115,2023-03-26,2023-04-25,18,2023-05-13,Healthcare,Germany,10,179694,18,1
INV04247,1015,67266,2023-09-19,2023-10-19,17,2023-11-05,Healthcare,US,9,195542,1,1
INV04248,1079,2832,2023-09-16,2023-10-16,8,2023-10-24,Healthcare,Germany,6,100616,11,1
INV04249,1042,42368,2023-02-16,2023-03-18,21,2023-04-08,Retail,Germany,12,69949,22,1
INV04250,1099,89425,2023-12-07,2024-01-06,7,2024-01-13,Healthcare,US,8,28892,32,1
INV04251,1076,70715,2023-04-04,2023-05-04,16,2023-05-20,Retail,US,13,6082,43,1
INV04252,1006,72835,2023-08-12,2023-09-11,3,2023-09-14,SaaS,UK,3,56905,10,1
INV04253,1099,74366,2023-10-06,2023-11-05,9,2023-11-14,SaaS,US,8,100106,49,1
INV04254,1050,38570,2023-01-03,2023-02-02,12,2023-02-14,Manufacturing,Germany,9,144807,27,1
INV04255,1072,88977,2023-05-09,2023-06-08,11,2023-06-19,Healthcare,India,3,16255,49,1
INV04256,1031,7615,2023-11-19,2023-12-19,17,2024-01-05,Manufacturing,Germany,14,110137,12,1
INV04257,1074,73298,2023-09-06,2023-10-06,18,2023-10-24,Retail,Germany,12,146166,30,1
INV04258,1007,39311,2023-08-17,2023-09-16,6,2023-09-22,Manufacturing,Germany,2,65515,10,1
INV04259,1096,91245,2023-11-23,2023-12-23,3,2023-12-26,Manufacturing,US,6,92010,12,1
INV04260,1086,24434,2023-05-11,2023-06-10,13,2023-06-23,Healthcare,India,12,166723,38,1
INV04261,1088,87879,2023-08-16,2023-09-15,21,2023-10-06,Retail,Germany,13,39918,21,1
INV04262,1071,16739,2023-06-26,2023-07-26,11,2023-08-06,Retail,US,6,11103,27,1
INV04263,1044,67202,2023-11-19,2023-12-19,17,2024-01-05,Healthcare,UK,14,87803,6,1
INV04264,1085,99580,2023-11-07,2023-12-07,17,2023-12-24,Retail,India,10,196218,38,1
INV04265,1058,94419,2023-01-31,2023-03-02,14,2023-03-16,SaaS,India,6,59390,8,1
INV04266,1003,80599,2023-03-07,2023-04-06,14,2023-04-20,Healthcare,US,5,54158,37,1
INV04267,1066,34649,2023-07-25,2023-08-24,5,2023-08-29,Healthcare,UK,7,163083,6,1
INV04268,1028,48445,2023-04-11,2023-05-11,5,2023-05-16,Healthcare,Germany,8,63889,34,1
INV04269,1028,40470,2023-11-16,2023-12-16,12,2023-12-28,SaaS,UK,8,67267,49,1
INV04270,1097,75965,2023-01-31,2023-03-02,19,2023-03-21,Retail,India,14,187313,40,1
INV04271,1097,49621,2023-07-10,2023-08-09,20,2023-08-29,SaaS,US,14,135606,22,1
INV04272,1027,33926,2023-03-07,2023-04-06,7,2023-04-13,SaaS,UK,6,140263,29,1
INV04273,1076,38997,2023-10-30,2023-11-29,20,2023-12-19,SaaS,Germany,13,141695,9,1
INV04274,1078,60940,2023-08-23,2023-09-22,9,2023-10-01,Manufacturing,UK,7,7293,21,1
INV04275,1086,41724,2023-10-05,2023-11-04,10,2023-11-14,Retail,UK,12,156665,32,1
INV04276,1043,98805,2023-07-21,2023-08-20,7,2023-08-27,Retail,US,0,97703,8,1
INV04277,1089,32704,2023-12-16,2024-01-15,3,2024-01-18,Healthcare,US,2,107729,43,1
INV04278,1003,29391,2023-08-13,2023-09-12,13,2023-09-25,Healthcare,India,5,197456,10,1
INV04279,1089,64291,2023-03-24,2023-04-23,2,2023-04-25,Manufacturing,US,2,40992,49,1
INV04280,1008,90723,2023-02-15,2023-03-17,10,2023-03-27,SaaS,UK,6,88160,23,1
INV04281,1004,3526,2023-03-30,2023-04-29,5,2023-05-04,Healthcare,Germany,1,20848,20,1
INV04282,1055,25686,2023-07-05,2023-08-04,8,2023-08-12,Retail,India,7,66173,13,1
INV04283,1095,74339,2023-07-08,2023-08-07,20,2023-08-27,Healthcare,US,13,117911,22,1
INV04284,1083,99204,2023-09-03,2023-10-03,18,2023-10-21,SaaS,UK,14,151831,41,1
INV04285,1049,7574,2023-02-15,2023-03-17,3,2023-03-20,Manufacturing,UK,1,143589,15,1
INV04286,1074,9733,2023-09-14,2023-10-14,18,2023-11-01,SaaS,India,12,35980,31,1
INV04287,1014,51290,2023-12-18,2024-01-17,11,2024-01-28,Healthcare,India,9,13455,45,1
INV04288,1031,73793,2023-03-02,2023-04-01,23,2023-04-24,Manufacturing,US,14,11944,32,1
INV04289,1027,37051,2023-04-15,2023-05-15,15,2023-05-30,Manufacturing,US,6,69627,45,1
INV04290,1021,16909,2023-12-03,2024-01-02,0,2024-01-02,SaaS,Germany,0,69723,13,0
INV04291,1016,90682,2023-01-14,2023-02-13,9,2023-02-22,Healthcare,India,3,163172,25,1
INV04292,1058,78338,2023-10-28,2023-11-27,14,2023-12-11,SaaS,India,6,5858,21,1
INV04293,1089,74432,2023-03-18,2023-04-17,9,2023-04-26,Healthcare,UK,2,42011,4,1
INV04294,1070,29133,2023-08-18,2023-09-17,8,2023-09-25,Healthcare,Germany,9,101054,42,1
INV04295,1056,52571,2023-06-16,2023-07-16,7,2023-07-23,Retail,US,2,20437,15,1
INV04296,1025,80062,2023-03-07,2023-04-06,10,2023-04-16,Manufacturing,Germany,9,30550,21,1
INV04297,1024,51908,2023-02-01,2023-03-03,10,2023-03-13,Healthcare,Germany,4,161933,42,1
INV04298,1009,12278,2023-04-06,2023-05-06,9,2023-05-15,SaaS,UK,3,177083,8,1
INV04299,1044,52458,2023-02-27,2023-03-29,14,2023-04-12,SaaS,India,14,33929,31,1
INV04300,1082,65265,2023-04-14,2023-05-14,5,2023-05-19,Retail,India,3,137091,10,1
INV04301,1010,57782,2023-11-08,2023-12-08,13,2023-12-21,Retail,India,13,29284,21,1
INV04302,1076,56415,2023-05-14,2023-06-13,15,2023-06-28,Retail,US,13,82350,17,1
INV04303,1052,92087,2023-08-05,2023-09-04,10,2023-09-14,Manufacturing,India,4,115839,5,1
INV04304,1071,55160,2023-03-08,2023-04-07,10,2023-04-17,Retail,Germany,6,119680,13,1
INV04305,1067,55399,2023-06-27,2023-07-27,13,2023-08-09,Manufacturing,Germany,9,80640,21,1
INV04306,1094,26298,2023-09-04,2023-10-04,17,2023-10-21,Retail,India,9,75909,44,1
INV04307,1027,23191,2023-10-21,2023-11-20,8,2023-11-28,Manufacturing,Germany,6,37371,12,1
INV04308,1074,57964,2023-08-23,2023-09-22,9,2023-10-01,Healthcare,US,12,18234,25,1
INV04309,1064,34092,2023-05-11,2023-06-10,12,2023-06-22,Retail,India,3,68172,28,1
INV04310,1048,90407,2023-04-22,2023-05-22,9,2023-05-31,Manufacturing,US,12,142429,2,1
INV04311,1046,76257,2023-02-23,2023-03-25,10,2023-04-04,Healthcare,India,11,26595,21,1
INV04312,1051,63513,2023-10-17,2023-11-16,0,2023-11-16,Retail,US,2,50599,41,0
INV04313,1087,52097,2023-08-27,2023-09-26,7,2023-10-03,Healthcare,US,10,143844,22,1
INV04314,1053,31279,2023-08-28,2023-09-27,-1,2023-09-26,Retail,US,2,58890,2,0
INV04315,1059,15404,2023-10-22,2023-11-21,22,2023-12-13,SaaS,Germany,14,107205,30,1
INV04316,1056,71022,2023-04-22,2023-05-22,10,2023-06-01,Manufacturing,US,2,33684,1,1
